x,y,label
10.684632301330566,5.6990437507629395,47
10.3974027633667,8.18247127532959,60
0.7856966257095337,6.090266227722168,92
7.694746494293213,4.258176326751709,43
4.725341320037842,11.669327735900879,9
11.961986541748047,10.261170387268066,68
0.38951462507247925,7.8694233894348145,53
4.526693820953369,12.807510375976562,84
9.140981674194336,8.435736656188965,49
4.097365856170654,11.081978797912598,28
-0.25336894392967224,7.1686553955078125,57
9.141647338867188,8.32767391204834,59
3.4777376651763916,8.79019546508789,11
5.170761585235596,9.702911376953125,61
4.886489391326904,9.694775581359863,61
5.525728225708008,5.654392242431641,64
2.03646183013916,6.772037982940674,35
4.073636531829834,7.454439163208008,26
10.260672569274902,4.594255447387695,56
5.686237812042236,6.371101379394531,27
4.540218830108643,12.820301055908203,84
5.613620758056641,12.831438064575195,5
11.079550743103027,4.983438014984131,59
4.269547939300537,7.235754489898682,38
2.9502766132354736,6.084017276763916,29
6.785516738891602,5.629976749420166,42
10.923460006713867,5.859416484832764,47
5.335941314697266,5.163609027862549,74
4.847972393035889,3.5541114807128906,27
9.656712532043457,9.957232475280762,12
7.40461540222168,8.356599807739258,30
5.3560380935668945,10.28317928314209,22
5.742887020111084,12.0113525390625,37
5.4100165367126465,11.868565559387207,65
6.913727760314941,7.305642127990723,95
3.0520949363708496,9.609456062316895,32
6.026414394378662,5.522573947906494,3
5.308544635772705,5.379676342010498,75
5.523262977600098,7.113122463226318,27
2.8181216716766357,9.06135368347168,35
5.468256950378418,12.866874694824219,5
9.332829475402832,10.388252258300781,37
5.055372714996338,4.561817169189453,63
6.246356964111328,7.3207502365112305,84
3.0125412940979004,6.279277324676514,6
8.837504386901855,12.317564010620117,58
6.054488182067871,11.127665519714355,86
8.897538185119629,10.003178596496582,37
6.464474201202393,5.9671149253845215,55
4.497256755828857,13.033120155334473,20
-0.059697624295949936,7.20374059677124,0
9.336709022521973,10.537487983703613,90
10.363961219787598,9.987239837646484,17
4.838614463806152,4.69321870803833,51
5.082025051116943,4.7288289070129395,63
5.291513919830322,8.677659034729004,99
10.164042472839355,4.649849891662598,56
5.3720197677612305,9.565444946289062,61
3.8127083778381348,2.7167904376983643,75
6.385950088500977,12.615227699279785,86
3.1376380920410156,9.345211029052734,11
7.471249103546143,5.994961738586426,15
11.05239486694336,4.772088527679443,59
4.663871765136719,4.626004695892334,64
4.769855499267578,11.591500282287598,9
5.575496673583984,5.635648727416992,93
6.571678638458252,7.39155387878418,55
9.418208122253418,5.774715423583984,33
6.083062171936035,5.933243274688721,55
3.0794119834899902,6.242334842681885,79
8.810789108276367,9.213406562805176,72
2.760326862335205,9.046374320983887,35
4.833932876586914,3.4986424446105957,42
6.910545825958252,7.677696704864502,73
5.825964450836182,6.812478065490723,65
6.78856086730957,3.9334278106689453,34
3.2052762508392334,7.257857799530029,7
5.186512470245361,9.472668647766113,61
1.8567932844161987,11.746759414672852,48
4.987002849578857,9.739901542663574,61
5.8552937507629395,12.30759048461914,87
4.064496994018555,7.6588287353515625,45
6.623620986938477,7.456155300140381,73
1.2495293617248535,7.3686652183532715,20
10.166266441345215,9.99574089050293,17
5.508575916290283,12.427949905395508,39
6.373231887817383,6.912025451660156,29
9.356583595275879,10.964205741882324,13
6.685359001159668,8.284489631652832,67
6.393566608428955,8.071977615356445,67
-0.8850350975990295,7.263176441192627,0
8.85367202758789,12.312665939331055,58
4.415882110595703,6.510175704956055,43
4.8368239402771,5.822261810302734,6
3.0634593963623047,9.076409339904785,98
10.22083568572998,4.640845775604248,56
6.250796794891357,4.1688714027404785,97
4.798130512237549,10.398070335388184,10
10.192246437072754,4.653018951416016,56
9.725333213806152,9.666214942932129,12
5.20081090927124,7.89247465133667,44
5.419177532196045,4.75144100189209,63
1.5992043018341064,7.675767421722412,40
4.12432336807251,6.913532733917236,45
5.011941432952881,10.958501815795898,28
2.673492193222046,8.789688110351562,2
4.037771701812744,9.077120780944824,21
8.8455228805542,12.324761390686035,58
9.489224433898926,11.266339302062988,81
3.303504228591919,5.981026649475098,77
3.0229411125183105,11.533831596374512,8
6.859919548034668,7.619198322296143,64
5.563948154449463,5.7957611083984375,66
6.47065544128418,11.983652114868164,87
3.734816789627075,4.188566207885742,36
7.076419830322266,5.377432346343994,31
2.916344165802002,7.316788673400879,24
