x,y,label
8.90660285949707,3.1603548526763916,0
0.3345337212085724,6.227213382720947,8
1.1141338348388672,6.368885517120361,8
2.1850624084472656,1.0401564836502075,4
3.2911312580108643,3.8154518604278564,6
1.2351487874984741,10.78055191040039,9
6.473887920379639,5.5687456130981445,2
4.892461776733398,3.3194806575775146,7
3.2621026039123535,4.333226680755615,6
8.395362854003906,3.2815804481506348,0
1.7450909614562988,10.08566665649414,9
0.7955857515335083,5.661921977996826,8
4.916203498840332,2.091597557067871,1
1.5775649547576904,1.130110740661621,4
1.4404464960098267,1.1200710535049438,4
1.3795543909072876,6.606468200683594,8
1.7569957971572876,9.928839683532715,9
1.3903859853744507,1.474041223526001,4
2.513611078262329,3.4836552143096924,7
3.586259365081787,4.205297946929932,6
3.3077263832092285,3.9714484214782715,6
6.035698413848877,4.607117652893066,2
8.651915550231934,3.462585926055908,0
3.498185157775879,6.764960765838623,0
1.4044560194015503,0.993766188621521,4
2.9371421337127686,4.131898403167725,6
4.278422832489014,2.5379371643066406,1
3.1677677631378174,3.93385648727417,6
2.700909376144409,4.138669967651367,7
-0.0498693473637104,6.082087516784668,8
5.992129325866699,4.645336151123047,2
2.4186103343963623,3.5115418434143066,7
3.5612847805023193,7.479190826416016,5
1.8117148876190186,9.291306495666504,9
1.5638047456741333,4.143104553222656,7
1.250895619392395,3.3808887004852295,7
9.088111877441406,3.599069118499756,0
3.6028308868408203,4.217853546142578,6
2.0958149433135986,0.22864018380641937,3
2.9583048820495605,4.099788665771484,6
2.9640142917633057,0.7380115389823914,3
5.813900947570801,5.51500129699707,2
1.057584524154663,6.151795387268066,8
4.8450822830200195,3.3782482147216797,2
3.419214963912964,7.826338768005371,5
2.130605459213257,9.791055679321289,9
1.3707127571105957,3.1148812770843506,7
3.4153707027435303,7.3838090896606445,5
5.872014999389648,5.192290782928467,2
3.697347402572632,4.194451808929443,6
8.84535026550293,3.2652225494384766,0
1.5953792333602905,6.0223798751831055,8
2.153862714767456,1.5979387760162354,4
8.494216918945312,3.755389928817749,0
2.6196327209472656,0.10913199186325073,3
6.037897109985352,5.2740020751953125,2
0.5114521980285645,6.308221340179443,8
2.8259782791137695,3.7710154056549072,6
6.407018184661865,5.672628879547119,2
1.4620362520217896,2.4465882778167725,8
4.146124839782715,2.7817156314849854,1
6.014537811279297,5.381052494049072,2
1.6019160747528076,8.947641372680664,9
4.217620372772217,3.5759830474853516,7
1.5962163209915161,10.209961891174316,9
2.107088565826416,1.8081543445587158,3
4.7415595054626465,2.6970674991607666,1
2.5103254318237305,1.2067228555679321,4
8.055435180664062,3.6329758167266846,0
7.996920108795166,3.6520564556121826,0
3.1849453449249268,0.5257114768028259,3
0.7340121269226074,6.438917636871338,8
1.5847375392913818,0.6999843120574951,7
8.157804489135742,3.6945390701293945,0
3.5227468013763428,7.449126243591309,5
4.5481743812561035,1.901837706565857,1
1.9252192974090576,1.3690606355667114,6
4.709980010986328,2.5652456283569336,1
5.091287136077881,2.218925952911377,1
2.996835231781006,3.3436946868896484,7
5.118704319000244,2.662994384765625,1
8.869091033935547,3.185502529144287,0
5.166632652282715,1.7628364562988281,1
1.6177698373794556,0.2548902630805969,3
1.3073867559432983,0.3439531624317169,4
1.4153649806976318,6.240386009216309,8
1.6117323637008667,4.194178104400635,7
1.4153149127960205,3.0861170291900635,7
7.890791416168213,3.499523639678955,0
4.976624488830566,2.0401642322540283,1
3.454807996749878,3.8201112747192383,6
4.329554557800293,3.9361655712127686,6
2.1687393188476562,3.4924263954162598,7
3.757885694503784,3.706388235092163,6
1.1780226230621338,10.182501792907715,9
4.904167652130127,3.202838182449341,1
6.418457984924316,5.627946376800537,2
0.3560914695262909,5.914281845092773,8
6.2653422355651855,5.415863037109375,2
1.5003362894058228,10.180098533630371,9
3.4515621662139893,3.7047035694122314,6
3.2506513595581055,0.3044670522212982,3
6.3316121101379395,4.686946868896484,2
1.4853074550628662,9.644842147827148,9
6.159848213195801,5.609506130218506,2
7.890223503112793,3.468449115753174,0
1.2071270942687988,9.834457397460938,9
2.8556628227233887,1.036093831062317,1
9.164582252502441,3.7032856941223145,0
2.7837438583374023,-0.08909650892019272,3
0.49392667412757874,5.80200719833374,8
3.6546337604522705,4.026707172393799,6
1.9383329153060913,10.092474937438965,9
5.955916881561279,5.370616436004639,2
2.080610513687134,0.6147798299789429,3
1.7143553495407104,4.22874116897583,7
1.5466656684875488,2.4649152755737305,7
5.05647611618042,2.4886727333068848,1
1.4638631343841553,6.043968200683594,8
1.268998384475708,1.2612138986587524,4
1.962409496307373,6.944654941558838,1
5.545008182525635,2.4977023601531982,1
1.6097841262817383,10.085087776184082,9
1.7177401781082153,9.823302268981934,9
