x,y,label
1.8021987676620483,-0.49400395154953003,0
13.273305892944336,5.9024577140808105,8
12.622034072875977,5.755972862243652,8
13.741486549377441,-4.562422275543213,4
11.353586196899414,-3.502084970474243,6
9.639111518859863,8.230804443359375,9
7.973133087158203,0.14911803603172302,2
10.283712387084961,-2.5449113845825195,7
12.250500679016113,-2.257173538208008,6
1.8908812999725342,-0.6284134984016418,0
9.726177215576172,7.739981174468994,9
13.131002426147461,6.236025333404541,8
10.347488403320312,-1.7511370182037354,1
13.305397033691406,-4.361459732055664,4
13.463739395141602,-3.737164258956909,4
11.493856430053711,5.65406608581543,8
9.765799522399902,7.400613784790039,9
14.00666618347168,-3.6122777462005615,4
12.14456844329834,-2.138890266418457,7
11.248960494995117,-3.639389991760254,6
11.047404289245605,-3.421536445617676,6
8.970065116882324,-0.5360403656959534,2
2.185110092163086,-0.753996729850769,0
11.20171070098877,-0.4264719486236572,0
13.972729682922363,-3.9891138076782227,4
11.842601776123047,-3.2947001457214355,6
11.809364318847656,-3.087090015411377,1
11.567874908447266,-2.6697380542755127,6
12.025518417358398,-2.1003611087799072,7
13.398136138916016,6.021739482879639,8
8.881668090820312,-0.3508833646774292,2
11.589022636413574,-3.0175106525421143,7
9.083199501037598,5.206053256988525,5
9.49240779876709,7.29378604888916,9
12.401346206665039,-1.323814868927002,7
12.671045303344727,-1.8315863609313965,7
2.08469557762146,-0.8785213232040405,0
11.014991760253906,-3.664304256439209,6
13.890584945678711,-4.809422016143799,3
11.653237342834473,-3.506721258163452,6
12.827378273010254,-4.809471607208252,3
8.713855743408203,0.29105862975120544,2
12.632831573486328,6.156033039093018,8
9.01818561553955,0.6593159437179565,2
8.89579963684082,5.530569553375244,5
8.980843544006348,6.1753716468811035,9
12.957674026489258,-2.608635187149048,7
9.21211051940918,5.26545524597168,5
8.536025047302246,0.3609960377216339,2
10.876603126525879,-3.8503010272979736,6
2.019857168197632,-0.48987653851509094,0
11.558698654174805,5.684096336364746,8
12.359463691711426,-3.6380131244659424,4
2.3779377937316895,-1.0169039964675903,0
13.640218734741211,-5.335186004638672,3
8.631233215332031,-0.10001350939273834,2
13.290453910827637,5.9281816482543945,8
11.779151916503906,-2.44680118560791,6
8.046278953552246,0.014234521426260471,2
13.010664939880371,-2.4808380603790283,8
11.274718284606934,6.134654521942139,1
8.524765014648438,-0.0029541996773332357,2
12.188552856445312,5.792508125305176,9
10.598663330078125,-3.19232177734375,7
9.828289031982422,8.08707332611084,9
12.039786338806152,-3.6352710723876953,3
10.394639015197754,-2.3279597759246826,1
12.81815242767334,-3.7443203926086426,4
2.611494302749634,-0.5892127156257629,0
2.653636932373047,-0.41703617572784424,0
13.064311027526855,-5.113803386688232,3
12.525134086608887,5.990189075469971,8
13.442707061767578,-3.8900187015533447,7
2.675661087036133,-0.6329441666603088,0
9.1433744430542,5.473623752593994,5
10.689065933227539,-1.8602570295333862,1
12.617548942565918,-3.0319347381591797,6
10.309224128723145,-1.4119999408721924,1
10.31071662902832,-1.6991984844207764,1
